title,price,pricePerSqft,areaSqft,location,city,bedrooms,bathrooms,furnishing,facing,reraStatus,latitude,longitude,propertyUrl
Emerald Green Hills,Rs. 59.5 Lac,7986,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.891219,80.113131,https://www.99acres.com/residential-land-plot-for-sale-in-emerald-green-hills-perungalathur-chennai-south-83-sq-yard-spid-T81527545
N/A,Rs. 1.5 Crore,8333,N/A,"Urapakkam, Chennai",Chennai South,2,2,N/A,N/A,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-1800-sq-ft-r1-spid-P78121695
N/A,"Rs. 12,000",12,N/A,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,N/A,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-urapakkam-chennai-south-1000-sq-ft-r2-spid-R73870625
N/A,"Rs. 6,000",10,N/A,"Old Perungalathur, Chennai",Chennai South,1,1,Unfurnished,N/A,NO,80.220425,12.979635,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-old-perungalathur-chennai-south-550-sq-ft-r1-spid-B79160391
N/A,Rs. 1.2 Crore,5555,N/A,"New perungalathur, Perungalathur",Chennai South,2,1,Unfurnished,N/A,NO,12.90622,80.09679,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-new-perungalathur-chennai-south-2160-sq-ft-r1-spid-H78061447
Shriram Park 63,"Rs. 38,000",21,N/A,"Perungalathur, Chennai",Chennai South,3,3,Furnished,3,NO,12.904985,80.0969651,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-shriram-park-63-perungalathur-chennai-south-1800-sq-ft-spid-B81514269
Pearl park apartment,"Rs. 15,500",14,1100,"Urapakkam West, Chennai",Chennai South,2,2,Unfurnished,N/A,NO,12.862131,80.055627,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-urapakkam-west-chennai-south-1100-sq-ft-spid-R81503523
Sree Sanaa Anvi Apartment,"Rs. 5,000",25,200,"Urapakkam, Chennai",Chennai South,1,1,Furnished,4,NO,12.863184,80.070419,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-sree-sanaa-anvi-apartment-urapakkam-chennai-south-200-sq-ft-spid-I81500477
N/A,Rs. 69 Lac,6312,N/A,"New perungalathur, Perungalathur",Chennai South,N/A,0,N/A,1,NO,12.90622,80.09679,https://www.99acres.com/residential-land-plot-for-sale-in-new-perungalathur-chennai-south-121-sq-yard-spid-Y81500187
N/A,Rs. 98 Lac,8166,N/A,"Old Perungalathur, Chennai",Chennai South,3,3,N/A,N/A,NO,12.917108,80.088781,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-old-perungalathur-chennai-south-1200-sq-ft-spid-K81480417
N/A,"Rs. 7,000",5,N/A,"Urapakkam West, Chennai",Chennai South,1,1,Semifurnished,1,NO,12.862131,80.055627,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-urapakkam-west-chennai-south-1200-sq-ft-spid-Z81476787
total floor 1,"Rs. 10,000",10,N/A,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,4,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-urapakkam-chennai-south-980-sq-ft-spid-L81476285
N/A,Rs. 1.2 Crore,3552,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,3,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-328-sq-yard-r2-spid-M77453531
"keshava flats, senthil rail nagar ","Rs. 9,000",12,800,"Senthil Nagar, Urapakkam",Chennai South,2,1,Unfurnished,N/A,NO,12.862222,80.07659,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-senthil-nagar-chennai-south-800-sq-ft-r3-spid-T75680591
N/A,"Rs. 21,000",14,N/A,"Godavarinagar, Urapakkam",Chennai South,3,3,Semifurnished,3,NO,12.86264,80.086377,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-rent-in-godavarinagar-chennai-south-1800-sq-ft-spid-F81450907
Shai Paradise,"Rs. 10,000",18,650,"New perungalathur, Perungalathur",Chennai South,1,2,Unfurnished,3,NO,12.90622,80.09679,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-new-perungalathur-chennai-south-650-sq-ft-r1-spid-W80999167
N/A,"Rs. 22,000",15,N/A,"Godavarinagar, Urapakkam",Chennai South,3,3,Semifurnished,3,NO,12.86264,80.086377,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-rent-in-godavarinagar-chennai-south-1800-sq-ft-spid-Q81450267
N/A,"Rs. 9,000",13,650,"DS Nagar, GST Road",Chennai South,2,2,Semifurnished,1,NO,12.878789,80.077175,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-rent-in-d-s-nagar-chennai-south-650-sq-ft-spid-P81433353
SSM Nagar Housing Complex,Rs. 28 Lac,4347,644,"New perungalathur, Perungalathur",Chennai South,1,1,Semifurnished,4,NO,12.898288,80.102468,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-ssm-nagar-housing-complex-new-perungalathur-chennai-south-644-sq-ft-r1-spid-E78623857
Shriram Park 63,"Rs. 23,000",38,600,"Perungalathur, Chennai",Chennai South,1,1,Semifurnished,1,NO,12.902142,80.093945,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-shriram-park-63-perungalathur-chennai-south-600-sq-ft-spid-J81421195
Bethal Apartments Urapakkam ,"Rs. 20,000",19,869,"Ganapathy Nagar,Urapakkam, Chennai",Chennai South,2,2,Semifurnished,3,NO,12.8591469,80.07773431,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-ganapathy-nagar-urapakkam-chennai-south-1024-sq-ft-spid-Y81415707
Abinaya Matrix,Rs. 65 Lac,5179,N/A,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,3,NO,12.854527,80.078717,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-abinaya-matrix-urapakkam-chennai-south-1255-sq-ft-spid-T81414947
Vanavil Avenue Perungalathur,Rs. 65 Lac,3611,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,1,NO,12.90381,80.08163,https://www.99acres.com/residential-land-plot-for-sale-in-vanavil-avenue-perungalathur-perungalathur-chennai-south-200-sq-yard-r1-spid-I78069589
"PLOT NO 67 , DOOR NO 45","Rs. 20,000",8,N/A,"RMK Nagar, Perungalathur",Chennai South,2,2,Semifurnished,N/A,NO,12.89930894,80.0885782,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-rmk-nagar-chennai-south-1300-sq-ft-r1-spid-F79091079
MP Property Sivaranjani,"Rs. 11,000",9,N/A,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,12.867069,80.063166,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-mp-property-sivaranjani-urapakkam-chennai-south-1200-sq-ft-r1-spid-I79098337
N/A,"Rs. 10,000",10,N/A,"Iyyenchery, Urapakkam",Chennai South,2,2,Semifurnished,2,NO,12.86015067,80.08010676,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-iyyenchery-chennai-south-950-sq-ft-r1-spid-U79048129
Kumaran Nagar 4Th Street,"Rs. 10,000",5,N/A,"Old Perungalathur, Chennai",Chennai South,2,2,Furnished,N/A,NO,12.91717,80.08562,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-kumaran-nagar-4th-street-old-perungalathur-chennai-south-900-sq-ft-r2-spid-Q78368581
Balaji Homes,"Rs. 15,000",16,887,"Srinivasa Nagar New Perungalathur, Chennai",Chennai South,2,2,Semifurnished,1,NO,12.911485,80.097057,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-srinivasa-nagar-new-perungalathur-chennai-south-887-sq-ft-spid-J81386707
N/A,Rs. 20.25 Lac,2250,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,3,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-100-sq-yard-r1-spid-L77930365
Siddharth Dakshin,Rs. 56 Lac,7490,N/A,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,4,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-siddharth-dakshin-urapakkam-chennai-south-801-sq-ft-r1-spid-J77921239
Marutham Classic,"Rs. 28,000",30,N/A,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,1,NO,12.863419,80.070032,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-marutham-classic-urapakkam-chennai-south-924-sq-ft-r3-spid-S68196522
Navani Mathura,Rs. 45 Lac,4563,986,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,2,NO,12.864903,80.070595,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-navani-mathura-urapakkam-chennai-south-986-sq-ft-spid-B81366185
N/A,"Rs. 10,000",11,N/A,"New perungalathur, Perungalathur",Chennai South,2,2,Unfurnished,4,NO,12.90622,80.09679,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-new-perungalathur-chennai-south-900-sq-ft-spid-F81355809
N/A,Rs. 26 Lac,1733,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,N/A,NO,0,0,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-167-sq-yard-spid-H81349821
Royal Apartments,Rs. 45 Lac,10465,430,"New perungalathur, Perungalathur",Chennai South,2,2,Semifurnished,6,NO,12.90622,80.09679,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-royal-apartments-new-perungalathur-chennai-south-430-sq-ft-spid-O81327189
N/A,"Rs. 10,000",5,N/A,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-urapakkam-chennai-south-1922-sq-ft-r1-spid-J78887235
N/A,"Rs. 7,500",15,N/A,"Old Perungalathur, Chennai",Chennai South,1,1,Unfurnished,N/A,NO,12.917108,80.088781,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-old-perungalathur-chennai-south-500-sq-ft-r1-spid-R78861763
N/A,Rs. 50 Lac,2777,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-200-sq-yard-r1-spid-U77801697
jkm building urapakkam,Rs. 30 Lac,4918,610,"J.C. Nagar, Urapakkam",Chennai South,2,2,N/A,N/A,NO,12.86106602,80.06927677,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jc-nagar-chennai-south-610-sq-ft-r1-spid-C77769023
Urban Tree Superb,Rs. 70 Lac,7246,966,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,6,NO,12.87040725,80.08423108,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-chennai-south-966-sq-ft-spid-G81321657
Shriram Park 63,"Rs. 40,000",22,1400,"Perungalathur, Chennai",Chennai South,3,3,Semifurnished,N/A,NO,12.90431178,80.09641658,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-shriram-park-63-perungalathur-chennai-south-1816-sq-ft-spid-X81320253
N/A,Rs. 1.75 Crore,6250,N/A,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,N/A,NO,80.220425,12.979635,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-2800-sq-ft-spid-V81312559
Kamalayam Apartments,"Rs. 12,000",10,954,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,12.863761,80.071747,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-kamalayam-apartments-urapakkam-chennai-south-954-sq-ft-r1-spid-S79900667
N/A,Rs. 1 Crore,6006,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-185-sq-yard-r1-spid-C76697619
balaji nagar new per,"Rs. 13,000",15,N/A,"New perungalathur, Perungalathur",Chennai South,2,2,Semifurnished,N/A,NO,80.220425,12.979635,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-new-perungalathur-chennai-south-850-sq-ft-spid-V81302491
Nova NCR,Rs. 30 Lac,6666,N/A,"Urapakkam, Chennai",Chennai South,1,1,N/A,N/A,NO,12.875955,80.064662,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-nova-ncr-urapakkam-chennai-south-450-sq-ft-spid-G81296379
N/A,"Rs. 15,000",16,N/A,"Revathipuram, Urapakkam",Chennai South,2,2,Unfurnished,3,NO,12.86377,80.082772,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-revathipuram-chennai-south-900-sq-ft-spid-E81294831
N/A,Rs. 65 Lac,4166,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-173-sq-yard-spid-T81289337
N/A,"Rs. 17,000",12,N/A,"Iyyenchery, Urapakkam",Chennai South,3,2,Semifurnished,1,NO,12.86015067,80.08010676,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-rent-in-iyyenchery-chennai-south-1400-sq-ft-spid-V81285581
N/A,"Rs. 11,000",15,N/A,"Selvaraj Nagar, Urapakkam",Chennai South,2,2,Unfurnished,3,NO,12.867198,80.06695,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-selvaraj-nagar-chennai-south-700-sq-ft-spid-K81284575
N/A,"Rs. 15,000",21,N/A,"SSM Nagar, Perungalathur",Chennai South,2,2,Unfurnished,N/A,NO,12.89539057,80.11701356,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-ssm-nagar-chennai-south-700-sq-ft-spid-T81284409
Kalpatharu Garden,"Rs. 10,000",11,850,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,2,NO,12.858945,80.069524,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-kalpatharu-garden-urapakkam-chennai-south-850-sq-ft-spid-M81284393
N/A,Rs. 1.05 Crore,5800,N/A,"Urapakkam West, Chennai",Chennai South,2,1,Furnished,1,NO,12.862131,80.055627,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-1800-sq-ft-spid-O81274243
Jeayam Pearls Park,"Rs. 20,000",18,1110,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-jeayam-pearls-park-urapakkam-chennai-south-1110-sq-ft-spid-S81274089
"Sulochona Nagr, Revathipuram",Rs. 68 Lac,4689,1250,"Urapakkam, Chennai",Chennai South,5,2,Semifurnished,2,NO,12.86802,80.07245,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-1450-sq-ft-r3-spid-T63171264
N/A,Rs. 53.2 Lac,3500,N/A,"Ganapathy Nagar,Urapakkam, Chennai",Chennai South,N/A,0,N/A,3,NO,12.8591469,80.07773431,https://www.99acres.com/residential-land-plot-for-sale-in-ganapathy-nagar-urapakkam-chennai-south-169-sq-yard-spid-P81266133
Amazze Green Park,"Rs. 19,000",23,930,"Urapakkam, Chennai",Chennai South,2,3,Furnished,1,NO,12.830393,80.096045,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-amazze-green-park-urapakkam-chennai-south-630-sq-ft-spid-G81266033
Amazze Green Park,"Rs. 15,000",23,930,"Urapakkam, Chennai",Chennai South,2,3,Semifurnished,1,NO,12.830393,80.096045,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-amazze-green-park-urapakkam-chennai-south-630-sq-ft-spid-R81264087
N/A,"Rs. 8,000",10,750,"New perungalathur, Perungalathur",Chennai South,1,1,Semifurnished,2,NO,12.90622,80.09679,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-new-perungalathur-chennai-south-750-sq-ft-spid-K81263419
N/A,"Rs. 20,000",16,N/A,"Perungalathur, Chennai",Chennai South,2,2,Furnished,N/A,NO,0,0,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-rent-in-perungalathur-chennai-south-1200-sq-ft-spid-U81256737
N/A,"Rs. 18,000",14,N/A,"Gangai Nagar,Urapakkam, Chennai",Chennai South,2,3,Semifurnished,1,NO,12.86095551,80.08222262,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-gangai-nagar-urapakkam-chennai-south-1128-sq-ft-spid-X81245213
Sri krishnna flats,"Rs. 15,000",37,400,"New perungalathur, Perungalathur",Chennai South,1,1,Semifurnished,1,NO,12.8989473,80.1009559,https://www.99acres.com/studio-apartment-flat-for-rent-in-sri-krishnna-flats-new-perungalathur-chennai-south-400-sq-ft-r1-spid-I79814301
N/A,Available on Request,4166,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-267-sq-yard-r5-spid-C49599550
Raghavendra Apartments,Rs. 34.5 Lac,4509,N/A,"Urapakkam, Chennai",Chennai South,2,2,Furnished,N/A,NO,12.862675,80.069308,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-raghavendra-apartments-urapakkam-chennai-south-765-sq-ft-spid-J81231243
monreve Apartment,"Rs. 5,500",13,N/A,"Urapakkam, Chennai",Chennai South,1,1,Unfurnished,1,NO,80.220425,12.979635,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-urapakkam-chennai-south-400-sq-ft-spid-I81224595
N/A,Rs. 90 Lac,3750,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,N/A,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-267-sq-yard-spid-O81223615
N/A,"Rs. 7,000",17,400,"Perungalathur, Chennai",Chennai South,1,1,Unfurnished,N/A,NO,13.05142114,80.14606477,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-perungalathur-chennai-south-400-sq-ft-spid-Y81215751
Shriram Park 63,"Rs. 20,000",22,900,"Perungalathur, Chennai",Chennai South,2,2,Unfurnished,1,NO,12.902142,80.093945,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-rent-in-shriram-park-63-perungalathur-chennai-south-900-sq-ft-spid-I81211757
Sakthi Flats,Rs. 35 Lac,4294,N/A,"Urapakkam, Chennai",Chennai South,2,2,N/A,N/A,NO,12.862911,80.065649,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sakthi-flats-urapakkam-chennai-south-815-sq-ft-spid-D81190783
N/A,Rs. 75 Lac,6250,N/A,"Urapakkam, Chennai",Chennai South,4,4,Unfurnished,N/A,NO,12.86802,80.07245,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-2300-sq-ft-r1-spid-E78171185
MG Nagar Part 7,Rs. 60 Lac,4000,N/A,"Urapakkam, Chennai",Chennai South,5,3,N/A,N/A,NO,12.870855,80.06617,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-mg-nagar-part-7-urapakkam-chennai-south-1500-sq-ft-r1-spid-W76568269
N/A,Rs. 1.2 Crore,7858,N/A,"Kurinji Nagar, Perungalathur",Chennai South,2,2,N/A,3,NO,80.220425,12.979635,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-kurinji-nagar-kanchipuram-1527-sq-ft-spid-F81178675
Grand Magnum New Town,Rs. 27 Lac,4153,N/A,"Perungalathur, Chennai",Chennai South,1,1,N/A,N/A,NO,12.879009,80.10426,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-grand-magnum-new-town-perungalathur-chennai-south-650-sq-ft-spid-F81164341
N/A,"Rs. 16,200",10,N/A,"Urapakkam, Chennai",Chennai South,3,3,Semifurnished,N/A,NO,0,0,https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-rent-in-urapakkam-chennai-south-1620-sq-ft-spid-A81156221
Covai Serene Adinath,Rs. 62 Lac,7242,N/A,"Vandalur, GST Road",Chennai South,2,2,Unfurnished,3,NO,12.8941,80.084652,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-covai-serene-adinath-vandalur-chennai-south-856-sq-ft-spid-J81142507
N/A,Rs. 1.22 Crore,5000,N/A,"Iyyenchery, Urapakkam",Chennai South,N/A,0,N/A,1,NO,12.86015067,80.08010676,https://www.99acres.com/residential-land-plot-for-sale-in-iyyenchery-chennai-south-272-sq-yard-spid-V81137901
N/A,Rs. 1.23 Crore,12300,N/A,"Old Perungalathur, Chennai",Chennai South,3,2,Unfurnished,N/A,NO,12.9146764,80.0858109,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-old-perungalathur-chennai-south-1750-sq-ft-spid-C80824197
N/A,Rs. 35 Lac,3763,N/A,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,12.865332,80.074161,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-chennai-south-930-sq-ft-spid-H81130643
"powerful apartment s, urapakkam",Rs. 35 Lac,4385,798,"Godavarinagar, Urapakkam",Chennai South,2,2,Unfurnished,2,NO,12.86264,80.086377,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godavarinagar-chennai-south-798-sq-ft-spid-V81126791
Siraj Anurag Garden,Rs. 40 Lac,4296,800,"Perungalathur, Chennai",Chennai South,2,2,Unfurnished,1,NO,12.911763,80.100534,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-siraj-anurag-garden-perungalathur-chennai-south-931-sq-ft-spid-K81121381
Shri Sheshadri Brindhavan,"Rs. 15,000",15,996,"New perungalathur, Perungalathur",Chennai South,3,2,Semifurnished,3,NO,12.904759,80.0890842,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-shri-sheshadri-brindhavan-new-perungalathur-chennai-south-1100-sq-ft-r1-spid-W73314509
Anands Apartment,"Rs. 14,999",25,500,"Urapakkam, Chennai",Chennai South,1,1,Furnished,3,NO,12.862332,80.069268,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-anands-apartment-urapakkam-chennai-south-600-sq-ft-spid-O81114351
N/A,Rs. 2.75 Crore,6000,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,7,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-510-sq-yard-r2-spid-F68772616
Myrtle Apartment,Rs. 37.5 Lac,4166,900,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,1,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-urapakkam-chennai-south-900-sq-ft-r1-spid-U80769621
ARUL NAGAR,Rs. 35 Lac,3763,930,"Urapakkam West, Chennai",Chennai South,2,2,Semifurnished,2,NO,12.862131,80.055627,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-west-chennai-south-930-sq-ft-spid-Y81094615
Value Serasa Urapakkam,Rs. 2.25 Crore,7721,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,N/A,NO,12.8674,80.069901,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-324-sq-yard-spid-A81092953
N/A,"Rs. 16,000",8,N/A,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,3,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-urapakkam-chennai-south-1800-sq-ft-spid-H81090351
N/A,Rs. 71.12 Lac,2800,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,4,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-282-sq-yard-r2-spid-V41662947
Srividya Apartments,Rs. 25 Lac,3205,780,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,4,NO,12.865124,80.067457,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-srividya-apartments-urapakkam-chennai-south-780-sq-ft-spid-Y81083307
N/A,"Rs. 12,000",14,N/A,"New perungalathur, Perungalathur",Chennai South,2,2,Unfurnished,N/A,NO,12.909406,80.079353,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-new-perungalathur-chennai-south-850-sq-ft-r1-spid-E77641523
KPN Sri Bhavani Amman Nagar 1,Rs. 50.75 Lac,4499,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,3,NO,12.85992,80.07546,https://www.99acres.com/residential-land-plot-for-sale-in-kpn-sri-bhavani-amman-nagar-1-urapakkam-chennai-south-125-sq-yard-spid-D81075223
N/A,"Rs. 14,000",17,N/A,"Ganapathy Nagar, GST Road",Chennai South,2,1,Unfurnished,1,NO,12.897196,80.080072,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-ganapathy-nagar-chennai-south-800-sq-ft-spid-S81075149
N/A,"Rs. 15,000",15,1100,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,N/A,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-rent-in-urapakkam-chennai-south-1100-sq-ft-r1-spid-K79125187
N/A,"Rs. 10,000",12,N/A,"Perungalathur, Chennai",Chennai South,2,2,Furnished,N/A,NO,12.90519,80.09514,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-rent-in-perungalathur-chennai-south-800-sq-ft-r7-spid-R50404462
Marutham Orchid,Rs. 55 Lac,6602,N/A,"Urapakkam, Chennai",Chennai South,2,2,Semifurnished,3,NO,12.8579479,80.0680357,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-marutham-orchid-urapakkam-chennai-south-833-sq-ft-spid-C77919685
Lotus ,Rs. 33.6 Lac,3246,N/A,"Urapakkam West, Chennai",Chennai South,2,2,N/A,N/A,NO,12.862131,80.055627,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-west-chennai-south-1035-sq-ft-spid-G81063327
N/A,Rs. 1 Crore,8333,N/A,"Srinivasa Nagar New Perungalathur, Chennai",Chennai South,N/A,0,N/A,N/A,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-srinivasa-nagar-new-perungalathur-chennai-south-133-sq-yard-spid-A81059147
Madurapuri Apartment,Rs. 30 Lac,5000,600,"Urapakkam, Chennai",Chennai South,2,2,N/A,2,NO,12.865869,80.069262,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-madurapuri-apartment-urapakkam-chennai-south-600-sq-ft-spid-Q81056523
Athanur Village,Rs. 1.2 Crore,5183,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,6,NO,12.862362,80.069388,https://www.99acres.com/residential-land-plot-for-sale-in-athanur-village-urapakkam-chennai-south-257-sq-yard-r1-spid-X77526317
Alameen Milano Orchard,"Rs. 21,000",17,900,"Urapakkam, Chennai",Chennai South,3,2,Semifurnished,1,NO,12.855658,80.069417,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-rent-in-alameen-milano-orchard-urapakkam-chennai-south-1204-sq-ft-spid-I81029447
